journal,impact_factor,quartile,jcr_quartile,cas_quartile,jif_rank,category,cas_top,open_access,source
Polem!ca,待核实,CAS 4区,待核实,CAS 4区,,,否,否,2025 CAS/JCR user table
Police Practice and Research,1.8,JCR Q2 / CAS 3区,Q2,CAS 3区,34/111,CRIMINOLOGY & PENOLOGY(ESCI),否,否,2025 CAS/JCR user table
Police Quarterly,2.4,JCR Q1 / CAS 2区,Q1,CAS 2区,13/111,CRIMINOLOGY & PENOLOGY(SSCI),否,否,2025 CAS/JCR user table
Policija i Sigurnost-Police and Security,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,108/111,CRIMINOLOGY & PENOLOGY(ESCI),否,否,2025 CAS/JCR user table
Policing & Society,2.2,JCR Q1 / CAS 3区,Q1,CAS 3区,19/111,CRIMINOLOGY & PENOLOGY(SSCI),否,否,2025 CAS/JCR user table
Policing-A Journal of Policy and Practice,1.6,JCR Q2 / CAS 4区,Q2,CAS 4区,43/111,CRIMINOLOGY & PENOLOGY(SSCI),否,否,2025 CAS/JCR user table
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,1.7,JCR Q2 / CAS 4区,Q2,CAS 4区,38/111,CRIMINOLOGY & PENOLOGY(SSCI),否,否,2025 CAS/JCR user table
Policy & Practice-A Development Education Review,0.8,JCR Q3 / CAS 4区,Q3,CAS 4区,491/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,是,2025 CAS/JCR user table
Policy and Internet,3.6,JCR Q1 / CAS 1区,Q1,CAS 1区,17/227,COMMUNICATION(SSCI);POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
POLICY AND POLITICS,3.1,JCR Q1 / CAS 2区,Q1,CAS 2区,46/322,POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI),否,否,2025 CAS/JCR user table
Policy and Society,6.1,JCR Q1 / CAS 2区,Q1,CAS 2区,3/322,POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI),否,是,2025 CAS/JCR user table
Policy Design and Practice,2.6,JCR Q2 / CAS 4区,Q2,CAS 4区,25/90,PUBLIC ADMINISTRATION(ESCI),否,是,2025 CAS/JCR user table
Policy Futures in Education,1.4,JCR Q2 / CAS 4区,Q2,CAS 4区,326/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,否,2025 CAS/JCR user table
Policy Insights from the Behavioral and Brain Sciences,2.3,JCR Q1 / CAS 1区,Q1,CAS 1区,155/756,"EDUCATION & EDUCATIONAL RESEARCH(ESCI);PSYCHOLOGY, MULTIDISCIPLINARY(ESCI)",是,否,2025 CAS/JCR user table
Policy Politics & Nursing Practice,2.6,JCR Q1 / CAS 3区,Q1,CAS 3区,31/192,HEALTH POLICY & SERVICES(ESCI);NURSING(ESCI),否,否,2025 CAS/JCR user table
Policy Reviews in Higher Education,1.7,JCR Q2 / CAS 2区,Q2,CAS 2区,260/756,EDUCATION & EDUCATIONAL RESEARCH(ESCI),否,否,2025 CAS/JCR user table
POLICY SCIENCES,3.7,JCR Q1 / CAS 2区,Q1,CAS 2区,15/271,"PUBLIC ADMINISTRATION(SSCI);SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",否,否,2025 CAS/JCR user table
Policy Studies,2.3,JCR Q1 / CAS 3区,Q1,CAS 3区,80/322,POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI),否,否,2025 CAS/JCR user table
POLICY STUDIES JOURNAL,4.9,JCR Q1 / CAS 2区,Q1,CAS 2区,12/322,POLITICAL SCIENCE(SSCI);PUBLIC ADMINISTRATION(SSCI),否,否,2025 CAS/JCR user table
Polimeros-Ciencia e Tecnologia,1.4,JCR Q4 / CAS 4区,Q4,CAS 4区,78/94,POLYMER SCIENCE(SCIE),否,是,2025 CAS/JCR user table
POLIMERY,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,89/94,POLYMER SCIENCE(SCIE),否,是,2025 CAS/JCR user table
POLIS,0.4,JCR N/A / CAS 2区,N/A,CAS 2区,N/A,CLASSICS(AHCI),否,否,2025 CAS/JCR user table
Polis-Politicheskiye Issledovaniya,0.7,JCR Q3 / CAS 4区,Q3,CAS 4区,224/322,POLITICAL SCIENCE(ESCI),否,是,2025 CAS/JCR user table
Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,4.7,JCR Q1 / CAS 3区,Q1,CAS 3区,36/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",否,否,2025 CAS/JCR user table
Polish Heart Journal-Kardiologia Polska,3.8,JCR Q1,Q1,待核实,54/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),,,2025 CAS/JCR user table
Polish Hyperbaric Research,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,415/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(ESCI)",否,是,2025 CAS/JCR user table
Polish Journal of Chemical Technology,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,61/75,"CHEMISTRY, APPLIED(SCIE);ENGINEERING, CHEMICAL(SCIE)",否,是,2025 CAS/JCR user table
POLISH JOURNAL OF ECOLOGY,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,179/200,ECOLOGY(SCIE),否,否,2025 CAS/JCR user table
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1.3,JCR Q4 / CAS 4区,Q4,CAS 4区,322/374,ENVIRONMENTAL SCIENCES(SCIE),否,否,2025 CAS/JCR user table
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,2.3,JCR Q3 / CAS 3区,Q3,CAS 3区,109/181,FOOD SCIENCE & TECHNOLOGY(SCIE),否,是,2025 CAS/JCR user table
Polish Journal of Management Studies,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,335/420,MANAGEMENT(ESCI),否,否,2025 CAS/JCR user table
Polish Journal of Medical Physics and Engineering,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,182/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)",否,否,2025 CAS/JCR user table
Polish Journal of Microbiology,1.6,JCR Q4 / CAS 4区,Q4,CAS 4区,137/163,MICROBIOLOGY(SCIE),否,是,2025 CAS/JCR user table
Polish Journal of Otolaryngology,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,54/67,OTORHINOLARYNGOLOGY(ESCI),否,否,2025 CAS/JCR user table
POLISH JOURNAL OF PATHOLOGY,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,80/90,PATHOLOGY(SCIE),否,是,2025 CAS/JCR user table
Polish Journal of Radiology,1.6,JCR Q3 / CAS 4区,Q3,CAS 4区,133/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)",否,否,2025 CAS/JCR user table
Polish Journal of Surgery,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,249/312,SURGERY(ESCI),否,否,2025 CAS/JCR user table
POLISH JOURNAL OF VETERINARY SCIENCES,1.0,JCR Q3 / CAS 4区,Q3,CAS 4区,106/170,VETERINARY SCIENCES(SCIE),否,否,2025 CAS/JCR user table
Polish Maritime Research,2.0,JCR Q2 / CAS 4区,Q2,CAS 4区,10/25,"ENGINEERING, MARINE(SCIE)",否,是,2025 CAS/JCR user table
POLISH POLAR RESEARCH,0.8,JCR Q4 / CAS 4区,Q4,CAS 4区,215/258,"ECOLOGY(SCIE);GEOSCIENCES, MULTIDISCIPLINARY(SCIE)",否,是,2025 CAS/JCR user table
Polish Sociological Review,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,172/219,SOCIOLOGY(SSCI),否,是,2025 CAS/JCR user table
Polish Yearbook of International Law,<0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,412/434,LAW(ESCI),否,否,2025 CAS/JCR user table
Politeia-Journal of Political Theory Political Philosophy and Sociology of Politics,0.5,JCR Q4 / CAS 4区,Q4,CAS 4区,255/322,POLITICAL SCIENCE(ESCI),否,是,2025 CAS/JCR user table
Politica & Societa,<0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,313/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
Politica Economica,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,601/617,ECONOMICS(ESCI),否,否,2025 CAS/JCR user table
POLITICA Y GOBIERNO,1.2,JCR Q3 / CAS 4区,Q3,CAS 4区,172/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politica y Sociedad,0.7,JCR Q3 / CAS 4区,Q3,CAS 4区,224/322,POLITICAL SCIENCE(ESCI),否,是,2025 CAS/JCR user table
POLITICAL ANALYSIS,5.4,JCR Q1 / CAS 1区,Q1,CAS 1区,8/322,"POLITICAL SCIENCE(SSCI);SOCIAL SCIENCES, MATHEMATICAL METHODS(SSCI)",是,否,2025 CAS/JCR user table
POLITICAL BEHAVIOR,3.3,JCR Q1 / CAS 1区,Q1,CAS 1区,41/322,POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
POLITICAL COMMUNICATION,5.1,JCR Q1 / CAS 1区,Q1,CAS 1区,9/322,COMMUNICATION(SSCI);POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
POLITICAL GEOGRAPHY,4.9,JCR Q1 / CAS 1区,Q1,CAS 1区,12/322,GEOGRAPHY(SSCI);POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
POLITICAL PSYCHOLOGY,3.5,JCR Q1 / CAS 1区,Q1,CAS 1区,32/322,"POLITICAL SCIENCE(SSCI);PSYCHOLOGY, SOCIAL(SSCI)",是,否,2025 CAS/JCR user table
POLITICAL QUARTERLY,1.5,JCR Q2 / CAS 3区,Q2,CAS 3区,145/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Political Research Exchange,2.1,JCR Q2 / CAS 2区,Q2,CAS 2区,92/322,POLITICAL SCIENCE(ESCI),否,是,2025 CAS/JCR user table
POLITICAL RESEARCH QUARTERLY,2.1,JCR Q2 / CAS 3区,Q2,CAS 3区,92/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
POLITICAL SCIENCE,1.2,JCR Q3 / CAS 4区,Q3,CAS 4区,172/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
POLITICAL SCIENCE QUARTERLY,1.1,JCR Q3 / CAS 4区,Q3,CAS 4区,186/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Political Science Research and Methods,2.6,JCR Q1 / CAS 2区,Q1,CAS 2区,59/322,POLITICAL SCIENCE(SSCI),否,是,2025 CAS/JCR user table
POLITICAL STUDIES,2.8,JCR Q1 / CAS 2区,Q1,CAS 2区,25/169,INTERNATIONAL RELATIONS(SSCI);POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
Political Studies Review,1.8,JCR Q2 / CAS 3区,Q2,CAS 3区,120/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Political Theology,0.4,JCR N/A / CAS 3区,N/A,CAS 3区,N/A,RELIGION(ESCI),否,否,2025 CAS/JCR user table
POLITICAL THEORY,1.0,JCR Q3 / CAS 2区,Q3,CAS 2区,194/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
POLITICKA EKONOMIE,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,262/322,ECONOMICS(SSCI);POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politicka Misao-Croatian Political Science Review,0.3,JCR Q4 / CAS 4区,Q4,CAS 4区,275/322,POLITICAL SCIENCE(ESCI),否,是,2025 CAS/JCR user table
Politicke Vedy,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,297/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
Politics,2.5,JCR Q1 / CAS 2区,Q1,CAS 2区,28/169,INTERNATIONAL RELATIONS(SSCI);POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politics & Gender,3.5,JCR Q1 / CAS 2区,Q1,CAS 2区,1/70,POLITICAL SCIENCE(SSCI);WOMENS STUDIES(SSCI),是,否,2025 CAS/JCR user table
Politics & Policy,1.5,JCR Q2 / CAS 4区,Q2,CAS 4区,145/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
POLITICS & SOCIETY,2.7,JCR Q1 / CAS 1区,Q1,CAS 1区,36/219,POLITICAL SCIENCE(SSCI);SOCIAL ISSUES(SSCI);SOCIOLOGY(SSCI),是,否,2025 CAS/JCR user table
Politics and Governance,2.1,JCR Q2 / CAS 2区,Q2,CAS 2区,92/322,POLITICAL SCIENCE(SSCI),否,是,2025 CAS/JCR user table
Politics and Religion,1.5,JCR Q2 / CAS 1区,Q2,CAS 1区,145/322,POLITICAL SCIENCE(SSCI);RELIGION(AHCI),是,否,2025 CAS/JCR user table
Politics and Religion Journal,0.2,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,RELIGION(ESCI),否,是,2025 CAS/JCR user table
Politics Groups and Identities,1.3,JCR Q2 / CAS 3区,Q2,CAS 3区,161/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politics Philosophy & Economics,1.6,JCR Q2 / CAS 1区,Q2,CAS 1区,134/322,ETHICS(SSCI);POLITICAL SCIENCE(SSCI),是,否,2025 CAS/JCR user table
Politics Religion & Ideology,0.6,JCR Q1 / CAS 3区,Q1,CAS 3区,65/538,"HISTORY(AHCI, SSCI);POLITICAL SCIENCE(SSCI);RELIGION(AHCI)",否,否,2025 CAS/JCR user table
Politikon,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,244/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politique Europeenne,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,262/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
POLITISCHE VIERTELJAHRESSCHRIFT,2.5,JCR Q1 / CAS 3区,Q1,CAS 3区,63/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politix,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,297/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Politologicky Casopis-Czech Journal of Political Science,0.7,JCR Q3 / CAS 4区,Q3,CAS 4区,224/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
POLITY,1.1,JCR Q3 / CAS 4区,Q3,CAS 4区,186/322,POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Polityka Energetyczna-Energy Policy Journal,1.4,JCR Q4,Q4,待核实,160/182,ENERGY & FUELS(ESCI),,,2025 CAS/JCR user table
Poljoprivreda,1.2,JCR Q3 / CAS 4区,Q3,CAS 4区,28/43,AGRICULTURAL ECONOMICS & POLICY(ESCI),否,是,2025 CAS/JCR user table
Pollution,1.2,JCR Q4 / CAS 4区,Q4,CAS 4区,330/374,ENVIRONMENTAL SCIENCES(ESCI),否,是,2025 CAS/JCR user table
POLYCYCLIC AROMATIC COMPOUNDS,2.6,JCR Q2 / CAS 3区,Q2,CAS 3区,18/57,"CHEMISTRY, ORGANIC(SCIE)",否,否,2025 CAS/JCR user table
POLYHEDRON,2.6,JCR Q2 / CAS 3区,Q2,CAS 3区,9/31,"CHEMISTRY, INORGANIC & NUCLEAR(SCIE);CRYSTALLOGRAPHY(SCIE)",否,否,2025 CAS/JCR user table
POLYMER,4.5,JCR Q2 / CAS 2区,Q2,CAS 2区,27/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER BULLETIN,4.0,JCR Q2 / CAS 3区,Q2,CAS 3区,32/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
Polymer Chemistry,3.9,JCR Q2 / CAS 2区,Q2,CAS 2区,34/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER COMPOSITES,4.7,JCR Q1 / CAS 2区,Q1,CAS 2区,23/94,"MATERIALS SCIENCE, COMPOSITES(SCIE);POLYMER SCIENCE(SCIE)",否,否,2025 CAS/JCR user table
POLYMER DEGRADATION AND STABILITY,7.4,JCR Q1 / CAS 1区,Q1,CAS 1区,7/94,POLYMER SCIENCE(SCIE),是,否,2025 CAS/JCR user table
POLYMER ENGINEERING AND SCIENCE,3.2,JCR Q2 / CAS 3区,Q2,CAS 3区,43/94,"ENGINEERING, CHEMICAL(SCIE);POLYMER SCIENCE(SCIE)",否,否,2025 CAS/JCR user table
POLYMER INTERNATIONAL,3.6,JCR Q2 / CAS 4区,Q2,CAS 4区,35/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER JOURNAL,2.7,JCR Q3 / CAS 4区,Q3,CAS 4区,52/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
Polymer Reviews,11.9,JCR Q1 / CAS 2区,Q1,CAS 2区,4/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER SCIENCE SERIES A,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,85/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER SCIENCE SERIES B,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,87/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER SCIENCE SERIES C,1.1,JCR Q4 / CAS 4区,Q4,CAS 4区,85/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
POLYMER TESTING,6.0,JCR Q1 / CAS 2区,Q1,CAS 2区,1/37,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING(SCIE);POLYMER SCIENCE(SCIE)",否,是,2025 CAS/JCR user table
POLYMER-KOREA,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,91/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
Polymer-Plastics Technology and Materials,3.0,JCR Q2 / CAS 4区,Q2,CAS 4区,44/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
Polymers,4.9,JCR Q1 / CAS 3区,Q1,CAS 3区,19/94,POLYMER SCIENCE(SCIE),否,是,2025 CAS/JCR user table
POLYMERS & POLYMER COMPOSITES,3.0,JCR Q2 / CAS 4区,Q2,CAS 4区,10/37,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING(SCIE);MATERIALS SCIENCE, COMPOSITES(SCIE);POLYMER SCIENCE(SCIE)",否,否,2025 CAS/JCR user table
POLYMERS FOR ADVANCED TECHNOLOGIES,3.4,JCR Q2 / CAS 4区,Q2,CAS 4区,40/94,POLYMER SCIENCE(SCIE),否,否,2025 CAS/JCR user table
Polysaccharides,5.5,JCR Q1 / CAS 4区,Q1,CAS 4区,12/94,POLYMER SCIENCE(ESCI),否,是,2025 CAS/JCR user table
Pomegranate,待核实,CAS 4区,待核实,CAS 4区,,,否,否,2025 CAS/JCR user table
Pomorstvo-Scientific Journal of Maritime Research,0.7,JCR Q4 / CAS 4区,Q4,CAS 4区,56/61,TRANSPORTATION(ESCI),否,是,2025 CAS/JCR user table
PONTE,<0.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,LITERARY REVIEWS(AHCI),否,否,2025 CAS/JCR user table
Popular Communication,1.8,JCR Q2 / CAS 2区,Q2,CAS 2区,78/227,COMMUNICATION(ESCI),否,否,2025 CAS/JCR user table
Popular Music,0.9,JCR N/A / CAS 2区,N/A,CAS 2区,N/A,MUSIC(AHCI),是,否,2025 CAS/JCR user table
POPULAR MUSIC AND SOCIETY,1.0,JCR N/A / CAS 1区,N/A,CAS 1区,N/A,MUSIC(AHCI),是,否,2025 CAS/JCR user table
POPULATION,1.5,JCR Q2 / CAS 4区,Q2,CAS 4区,24/50,DEMOGRAPHY(SSCI),否,否,2025 CAS/JCR user table
POPULATION AND DEVELOPMENT REVIEW,4.8,JCR Q1 / CAS 1区,Q1,CAS 1区,1/50,DEMOGRAPHY(SSCI);SOCIOLOGY(SSCI),是,否,2025 CAS/JCR user table
POPULATION AND ENVIRONMENT,2.5,JCR Q1 / CAS 3区,Q1,CAS 3区,11/50,DEMOGRAPHY(SSCI);ENVIRONMENTAL STUDIES(SSCI),否,否,2025 CAS/JCR user table
POPULATION ECOLOGY,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,158/200,ECOLOGY(SCIE),否,否,2025 CAS/JCR user table
Population Health Management,2.1,JCR Q3 / CAS 4区,Q3,CAS 4区,99/185,HEALTH CARE SCIENCES & SERVICES(SCIE),否,否,2025 CAS/JCR user table
Population Health Metrics,2.5,JCR Q2 / CAS 2区,Q2,CAS 2区,145/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",否,是,2025 CAS/JCR user table
POPULATION RESEARCH AND POLICY REVIEW,1.5,JCR Q2 / CAS 3区,Q2,CAS 3区,24/50,DEMOGRAPHY(SSCI),否,否,2025 CAS/JCR user table
Population Review,0.4,JCR Q4 / CAS 4区,Q4,CAS 4区,43/50,DEMOGRAPHY(ESCI),否,否,2025 CAS/JCR user table
Population Space and Place,2.6,JCR Q1 / CAS 2区,Q1,CAS 2区,9/50,DEMOGRAPHY(SSCI);GEOGRAPHY(SSCI),否,否,2025 CAS/JCR user table
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,2.2,JCR Q2 / CAS 2区,Q2,CAS 2区,13/50,DEMOGRAPHY(SSCI),否,否,2025 CAS/JCR user table
Populism,0.7,JCR Q3 / CAS 4区,Q3,CAS 4区,224/322,POLITICAL SCIENCE(ESCI),否,否,2025 CAS/JCR user table
Porcine Health Management,3.1,JCR Q1 / CAS 2区,Q1,CAS 2区,14/170,VETERINARY SCIENCES(SCIE),否,是,2025 CAS/JCR user table
Porta Linguarum,2.1,JCR Q1 / CAS 4区,Q1,CAS 4区,54/303,EDUCATION & EDUCATIONAL RESEARCH(SSCI);LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),否,否,2025 CAS/JCR user table
Portal Hypertension & Cirrhosis,1.8,JCR Q3 / CAS 4区,Q3,CAS 4区,64/98,GASTROENTEROLOGY & HEPATOLOGY(ESCI);PERIPHERAL VASCULAR DISEASE(ESCI),否,否,2025 CAS/JCR user table
Portal-Godisnjak Hrvatskog Restauratorskog Zavoda,<0.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,ART(ESCI),否,否,2025 CAS/JCR user table
PORTAL-LIBRARIES AND THE ACADEMY,0.9,JCR Q3 / CAS 4区,Q3,CAS 4区,93/166,INFORMATION SCIENCE & LIBRARY SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Portes-Revista Mexicana de Estudios sobre la Cuenca del Pacifico,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,601/617,ECONOMICS(ESCI),否,是,2025 CAS/JCR user table
Portugaliae Electrochimica Acta,0.6,JCR Q4 / CAS 4区,Q4,CAS 4区,42/44,ELECTROCHEMISTRY(ESCI),否,否,2025 CAS/JCR user table
Portugaliae Mathematica,0.8,JCR Q2 / CAS 4区,Q2,CAS 4区,193/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",否,是,2025 CAS/JCR user table
Portuguese Economic Journal,2.2,JCR Q2 / CAS 4区,Q2,CAS 4区,189/617,ECONOMICS(SSCI),否,否,2025 CAS/JCR user table
Portuguese Journal of Public Health,0.7,JCR Q4,Q4,待核实,377/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(ESCI)",,,2025 CAS/JCR user table
PORTUGUESE STUDIES,0.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",否,否,2025 CAS/JCR user table
POSITIF,0.1,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,"FILM, RADIO, TELEVISION(AHCI)",否,否,2025 CAS/JCR user table
Positions-Asia Critique,0.4,JCR N/A / CAS 4区,N/A,CAS 4区,N/A,ASIAN STUDIES(AHCI),否,否,2025 CAS/JCR user table
POSITIVITY,0.9,JCR Q2 / CAS 3区,Q2,CAS 3区,159/483,MATHEMATICS(SCIE),否,否,2025 CAS/JCR user table
POST-COMMUNIST ECONOMIES,1.8,JCR Q2 / CAS 3区,Q2,CAS 3区,234/617,ECONOMICS(SSCI),否,否,2025 CAS/JCR user table
Post-Medieval Archaeology,0.5,JCR N/A / CAS 3区,N/A,CAS 3区,N/A,ARCHAEOLOGY(AHCI),否,否,2025 CAS/JCR user table
POST-SOVIET AFFAIRS,3.0,JCR Q1 / CAS 2区,Q1,CAS 2区,5/182,AREA STUDIES(SSCI);ECONOMICS(SSCI);POLITICAL SCIENCE(SSCI),否,否,2025 CAS/JCR user table
Postcolonial Studies,1.8,JCR Q1 / CAS 3区,Q1,CAS 3区,4/538,"CULTURAL STUDIES(AHCI, SSCI);HISTORY(AHCI, SSCI)",否,否,2025 CAS/JCR user table
POSTEPY BIOLOGII KOMORKI,<0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,204/204,CELL BIOLOGY(SCIE),否,否,2025 CAS/JCR user table
Postepy Dermatologii i Alergologii,1.7,JCR Q3 / CAS 4区,Q3,CAS 4区,59/96,ALLERGY(SCIE);DERMATOLOGY(SCIE),否,是,2025 CAS/JCR user table
Postepy Higieny I Medycyny Doswiadczalnej,0.3,JCR Q4 / CAS 4区,Q4,CAS 4区,185/195,"MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)",否,是,2025 CAS/JCR user table
Postepy Psychiatrii i Neurologii,1.0,JCR Q4 / CAS 4区,Q4,CAS 4区,234/288,PSYCHIATRY(ESCI),否,否,2025 CAS/JCR user table
Postepy w Chirurgii Glowy i Szyi-Advances in Head and Neck Surgery,0.1,JCR Q4 / CAS 4区,Q4,CAS 4区,305/312,SURGERY(ESCI),否,否,2025 CAS/JCR user table
Postepy w Kardiologii Interwencyjnej,1.4,JCR Q3 / CAS 4区,Q3,CAS 4区,158/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),否,是,2025 CAS/JCR user table
POSTGRADUATE MEDICAL JOURNAL,2.7,JCR Q1 / CAS 4区,Q1,CAS 4区,68/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",否,否,2025 CAS/JCR user table
POSTGRADUATE MEDICINE,2.8,JCR Q1 / CAS 4区,Q1,CAS 4区,66/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",否,否,2025 CAS/JCR user table
POSTHARVEST BIOLOGY AND TECHNOLOGY,6.8,JCR Q1 / CAS 1区,Q1,CAS 1区,1/129,AGRONOMY(SCIE);FOOD SCIENCE & TECHNOLOGY(SCIE);HORTICULTURE(SCIE),是,否,2025 CAS/JCR user table
Postmedieval-A Journal of Medieval Cultural Studies,0.3,JCR Q3 / CAS 4区,Q3,CAS 4区,43/64,"CULTURAL STUDIES(AHCI, SSCI);MEDIEVAL & RENAISSANCE STUDIES(AHCI)",否,否,2025 CAS/JCR user table
POSTMODERN CULTURE,待核实,CAS 4区,待核实,CAS 4区,,,否,否,2025 CAS/JCR user table
POTATO RESEARCH,2.1,JCR Q2 / CAS 3区,Q2,CAS 3区,41/129,AGRONOMY(SCIE),否,否,2025 CAS/JCR user table
POTENTIAL ANALYSIS,0.8,JCR Q2 / CAS 3区,Q2,CAS 3区,193/483,MATHEMATICS(SCIE),否,否,2025 CAS/JCR user table
Potestas,0.2,JCR Q2,Q2,待核实,265/538,"ART(ESCI);HISTORY(ESCI);HUMANITIES, MULTIDISCIPLINARY(ESCI)",,,2025 CAS/JCR user table
Poultry,2.1,JCR Q2,Q2,待核实,25/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(ESCI)",,,2025 CAS/JCR user table
